Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Radiation (W/m²),Energy Usage (kWh)
2025-01-01,13.986790861711045,76.36903981499952,10.762909780022667,946.4161410582358,356.41523664001363
2025-01-02,27.832302755284395,33.53996745222893,4.3250569345539365,368.99828105058344,227.4797081380142
2025-01-03,7.334547287822513,43.69493995308514,4.159617578498371,183.48256011454632,289.5577583767901
2025-01-04,24.952584216704366,39.722589217952944,4.938603584713351,937.5831851107056,346.2416217557524
2025-01-05,37.83623099330011,51.37688360772346,3.778261664511832,933.3338394852185,325.837494275365
2025-01-06,20.83737974894229,42.01945852653437,4.680154152568956,936.9519454692492,263.17012240070244
2025-01-07,23.63913683924925,61.69204316603105,10.222582952878911,446.56934326258863,370.45060137859736
2025-01-08,19.87865275975163,57.87460975440404,13.697655541829306,474.0770746745211,389.0120142817927
2025-01-09,14.5758378828981,71.28061623173474,4.282394624213936,506.47796604680326,440.3496248866512
2025-01-10,7.466504941136723,53.99924382221772,10.91171551745057,880.8663817978126,332.1934612805702
2025-01-11,8.32231279822463,54.93795603316879,9.678282909862222,223.8505399882951,413.28129603630396
2025-01-12,38.554160125135006,64.17573758011936,13.656485587879876,550.4781302972667,281.8916394539003
2025-01-13,22.14071093732307,55.65112938811256,6.931511646858339,755.4220134276937,393.8585248674642
2025-01-14,11.35291454009914,59.16829525898536,0.49222750898075873,209.88515632440985,317.71630240076416
2025-01-15,6.835741684659782,80.2806936911187,5.318175981236144,555.2251229675725,325.90341826863465
2025-01-16,14.02617777815456,49.096318024120364,0.757634591627393,291.196600338551,348.9327667473292
2025-01-17,24.936918085470676,58.43930829175868,14.917044392480424,202.10710788670167,336.15930406697225
2025-01-18,23.915102471002808,82.19819578317225,6.772179537403906,551.5475280370417,377.3852200173432
2025-01-19,36.62078342708341,84.42098887412337,12.79801011192681,885.9087847905515,160.78566653210942
2025-01-20,11.294991035780944,60.453102655804244,9.373495874051935,274.35712756048315,345.58400017843115
2025-01-21,37.68741567329884,83.58868375879639,1.79259223856064,361.54617468683244,227.91220216922653
2025-01-22,17.25595031075617,38.53124028142592,10.558529219150351,188.40704118908678,333.2809789274482
2025-01-23,9.639121821873898,60.73016000138044,13.732573257859112,453.1408857035182,249.7643012577601
2025-01-24,35.20331685718884,53.31364615819358,11.353090974155078,156.65681425085884,312.97580846029115
2025-01-25,35.05593356183584,34.719069036853234,9.175439774787105,191.14979799952044,234.2982307982944
2025-01-26,23.95651494986726,88.32986757117251,1.0110064033376602,523.3611490988219,327.26970883265
2025-01-27,15.918281041062055,77.55118168615834,1.3223430870132717,170.73888451374592,303.96042579027767
2025-01-28,15.288075656598272,84.13596505623562,12.2301194071395,384.1236646251703,259.7297573097664
2025-01-29,7.608611631956235,79.04716199523057,8.251873475019421,689.5859430713448,232.60140888811748
2025-01-30,21.17381001981814,47.486166844738946,11.71290558553215,390.8530971274114,284.12756228084294
2025-01-31,7.980044737727415,35.829571498903185,8.349538873488827,840.3219337737219,231.5352088678313
2025-02-01,12.993434917953856,37.04926016890505,13.166145403245926,777.0966951784955,431.41165493583287
2025-02-02,26.74856761625228,43.93015024324039,7.599148736579845,318.50788973376586,351.2358512463457
2025-02-03,11.289346378573292,57.49216913057295,3.9330871722295195,863.5563765025993,399.0118041671882
2025-02-04,13.36218485172841,62.84818793516804,1.7904042332325214,848.1881276756263,314.50377224571093
2025-02-05,19.48837515241105,71.62237703021957,7.915559311939043,884.8767807325174,355.5115250426072
2025-02-06,15.29591729278963,69.03367478958204,14.261375804135767,304.88779576002094,325.40161300027677
2025-02-07,37.87961386552911,63.044425230381556,1.314757853001534,197.0899673363272,233.3861905529973
2025-02-08,6.299688551319365,34.8508459606701,14.374736670194512,621.0068399309141,380.67131288492163
2025-02-09,29.35188075734401,60.39145236287151,1.0102126949485042,719.27314389794,291.0432064993211
2025-02-10,18.174742220030176,77.44666642170151,14.25492314679979,171.52539988739608,530.4747400296468
2025-02-11,15.472213725981355,56.44461956221484,2.6879581552804774,341.9169738949311,359.6611990374064
2025-02-12,19.939338134387086,80.46364262752175,12.89157572910432,473.0610819105018,413.8459563123324
2025-02-13,22.224153325604302,72.00293768850023,8.360998086151204,618.3979103962068,254.42683837557976
2025-02-14,39.018503042651574,83.2613790510014,3.109975371165557,168.93776718088696,329.3867960960227
2025-02-15,10.427582215102648,74.18963026520791,0.6452530135486362,776.1701700890827,319.9978606591821
2025-02-16,35.09653202094884,43.53806729387384,10.49704901508309,789.6479393456007,284.39645958311854
