Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Radiation (W/m²),Energy Usage (kWh)
2025-01-01,6.265457630899405,81.71224271513046,13.447279471881448,240.59469866045967,286.3186337534343
2025-01-02,30.848622769044937,47.256559819939916,3.8054580830257354,489.41682643516305,270.7932193523442
2025-01-03,12.867689219034766,85.53214800716039,3.8292838894231904,226.2491829420348,334.7756532820208
2025-01-04,19.685101388868542,35.14056656511236,11.228388551412728,639.744402331876,193.51860019305235
2025-01-05,12.668456015699313,89.40771458531802,10.509240395226803,914.2156552828804,263.97333018995766
2025-01-06,22.670768746327482,88.47029611951706,2.706749200059273,422.1150782730628,282.2655983161105
2025-01-07,38.18730006977589,45.46550905989661,8.580859357124092,693.3303140621472,302.85843683224
2025-01-08,33.77293934612294,61.78072069979147,7.478420085523961,799.7873924809572,362.8858341194676
2025-01-09,13.142337661040635,45.01969446741574,4.204285388092543,749.6352372885365,433.54992579553567
2025-01-10,21.909495592673935,30.280628062579353,6.6744361361024405,702.6268633824501,297.1527889407069
2025-01-11,9.802306330158224,80.09516199072613,3.5928245340386615,753.8546888611055,441.0945761121599
2025-01-12,20.611516697875338,86.77113916189793,13.696574290556399,589.8847809930581,324.03769002552946
2025-01-13,37.27813150481047,77.45783477909403,14.191043331144233,351.1131137210046,327.591558416668
2025-01-14,12.562522412039804,59.59376433038928,6.969784699736999,723.1732056955401,379.9956978393474
2025-01-15,10.38968236390776,62.25928563334767,0.737505959420704,157.48962710970793,422.7927981310013
2025-01-16,12.46680459380385,62.165540808084295,6.6869928675097094,904.5061531230598,353.8245812051197
2025-01-17,28.85703084452639,60.36314116402667,1.861365620296735,781.6451444835562,456.5047402943954
2025-01-18,35.00170825325931,75.18827697178489,2.15328434611888,857.4737245821875,321.2247465955777
2025-01-19,21.7430534425696,47.18811751828609,5.707412127898684,261.37686389364626,252.06078532883194
2025-01-20,28.71968308520617,78.55927101055154,10.431670202841095,230.84519415972937,293.09245971996654
2025-01-21,30.965917275718887,83.92156978026043,0.18648113074479444,471.06623197978234,349.21784335360144
2025-01-22,7.912499394167877,80.39357300094625,11.645278676068983,247.7498492541661,344.0955088080503
2025-01-23,21.016800271079845,56.11518410916481,10.211805888810037,376.09712367436737,228.4646575009458
2025-01-24,9.628116119188698,80.49792997425305,12.255537179415102,391.2731304788862,288.59890385063846
2025-01-25,24.182325415980998,64.46077817596675,12.670715455947432,917.7438783819998,226.36509774434003
2025-01-26,27.568447798138163,61.82487956345493,2.182690880373555,492.72682034387964,268.28639021980854
2025-01-27,28.212563999241063,46.6761986793472,2.826139936720736,137.01882653519755,315.4840742185172
2025-01-28,29.358135602919937,39.33158192316055,1.6649537012942588,809.2731517520297,369.70955419745627
2025-01-29,22.31972064146135,37.282714773413616,7.479898027535458,171.84769869666016,289.5345511312132
2025-01-30,36.726882794038445,43.23242182440539,8.45214249266391,742.646778899173,189.90768101408332
2025-01-31,30.67056782661638,54.05257492640874,1.6339730760177713,550.8625073461117,202.56162387091558
2025-02-01,26.07646835174609,50.260373150729535,12.62485339463003,849.4545638285778,456.67979655411733
2025-02-02,20.39022297258841,49.67774022859558,12.170724613921365,824.2938229584869,326.77301648697687
2025-02-03,28.900464324250137,57.80192610070037,5.3776612814985185,379.3397851622589,344.98294227108283
2025-02-04,9.029398364716922,36.37972699692649,10.90417933827014,585.9732396570187,371.9246729582623
2025-02-05,20.73264009410628,64.22886366976019,8.756601241548234,229.15054833291765,393.6142485322704
2025-02-06,37.11626877108121,34.558789631895216,9.292069753942764,370.25043070895066,333.45835787526073
2025-02-07,6.634149417602536,55.97639431856488,3.5557864224242897,266.23417882058243,462.66408931880767
2025-02-08,23.957441017861413,86.83817040230582,9.213486767398221,908.2199081052026,472.5222804302866
2025-02-09,39.57947199762912,80.49060383378307,6.123614023748706,688.860698695703,339.7770654400112
2025-02-10,33.109690096202954,82.12106173024571,5.580482858493797,109.2820629666871,296.5218291196505
2025-02-11,38.76530221142901,77.12594071668184,7.03524203859892,624.1627897670363,299.09136138430296
2025-02-12,18.079545455991706,77.59741201183465,10.82688736112555,303.6541546337164,152.62255979814114
2025-02-13,20.306760482935672,30.787488732521407,12.534633266882013,542.1308359483132,236.20366690401647
2025-02-14,38.863823013148874,45.313679429645575,12.454698556794204,741.7872664051265,218.1257936786469
2025-02-15,32.20489695645426,56.88774460804943,10.32278368584247,646.280586049447,314.3615160171969
2025-02-16,31.412136006519198,42.84353622712842,13.020048396577726,737.1579518762783,255.48175703391206
2025-02-17,17.528265668923247,35.543451443870566,9.064208373241502,304.01236573999745,308.11438497575637
2025-02-18,20.918630233582075,71.91658811223863,14.09108442479653,185.46245571117882,327.6521658613566
2025-02-19,17.287944405996164,81.3725529821859,2.129718592364866,925.5556059121539,255.64867759151358
2025-02-20,24.76103737528138,39.6461863126278,4.24257735599984,842.7596752428765,231.87802332854085
2025-02-21,11.075352699463034,79.75306185246535,2.651014761817133,307.5662962181635,315.51421253725835
2025-02-22,17.065869856766085,50.15760838725603,2.776397725498108,545.3413092566941,317.9974162816306
2025-02-23,22.11884786279141,81.06281327926756,8.588382361136588,632.7205333082568,288.51178390702734
2025-02-24,37.280760360971776,71.19281952746772,9.758038472402017,920.0225513466828,363.8628257299767
2025-02-25,13.417189735184502,85.95624481293581,11.902249959896054,383.6486256741614,443.2364489736364
2025-02-26,14.347558558678669,30.5979674350328,3.7457039812603883,522.3754854412485,325.39852944542656
2025-02-27,9.383976982572946,38.441318274784166,3.1903701011866694,782.3866384091298,259.42275770280105
2025-02-28,37.292237431882555,63.50747925206581,7.705168931351497,980.6945971917869,356.05366346660486
2025-03-01,23.93406364975794,46.584557568316825,13.087118727130447,81.98406877216183,371.2373608086235
2025-03-02,12.432430598076792,56.00397406752831,8.112629171264983,451.8961471427353,345.0542521773501
2025-03-03,7.501399159946016,81.13118502452414,6.136679305076567,112.5782563690108,411.3409348614906
2025-03-04,30.663336036494183,81.61298889200165,14.407478967087988,163.7835294796883,402.70855453618054
2025-03-05,23.685664886853953,60.902298767112285,9.172896822569136,848.8660715400256,313.2610722245413
2025-03-06,36.73405678665253,41.17325942765203,5.263728735314805,228.41444125239332,378.65356423171613
2025-03-07,10.212676206498584,77.02098428879738,12.777327657795125,530.7578139651755,392.8241955551831
2025-03-08,9.734810691702336,37.74804796374304,8.01118467383787,544.5323540920425,334.5417643749922
2025-03-09,29.343224290888234,40.85084997027752,1.2306768762219766,587.2938770110405,230.3393563582063
2025-03-10,12.388221257920456,36.63309532128019,2.4233935798859836,368.3634845423422,295.6428273326367
2025-03-11,9.325886567083302,34.487770864668065,11.120302456143348,808.519951723502,340.67974890017297
2025-03-12,13.37628925432271,74.61907486418792,8.747818321546953,87.05535489141369,267.7473150674539
2025-03-13,6.958042107696219,43.46041840496315,0.7275852079047868,256.75262282810763,236.68841187081563
2025-03-14,23.437413441353595,49.14414078675162,9.032203785789088,829.1243066788219,389.0412016385454
2025-03-15,38.961176195305384,54.71300262560872,4.493817206557945,700.0796553041232,190.22329096731642
2025-03-16,33.7120271305471,66.76697302776128,7.776157426799844,710.6541509307789,270.1573104637085
2025-03-17,33.185918103350204,61.23545103301883,4.597083382594554,312.93169902447335,375.1674058628432
2025-03-18,11.82881096006135,46.269353255875984,2.4448738771756346,668.813407632406,295.0020362584886
2025-03-19,31.3748517656734,63.65795382883001,5.8817011801059795,395.39074294397375,245.9367994994432
2025-03-20,22.206562676476498,43.675477786050706,1.807653101540458,520.2996906526807,298.28662033428634
